'Elapsed time','Direct_1','Abdomen_1','Abdomen_2','Abdomen_3','Abdomen_4','EDF Annotations'
'0:05.414',10.400,5.000,2.000,-3.300,-6.700,0.579
'0:05.415',9.600,5.700,2.000,-2.600,-6.100,0.579
'0:05.416',8.000,6.000,2.100,-2.000,-5.000,0.579
'0:05.417',6.500,6.100,2.500,-1.600,-3.700,0.579
'0:05.418',5.900,6.200,2.900,-1.300,-2.900,0.579
'0:05.419',6.300,6.400,3.300,-1.200,-2.800,0.579
'0:05.420',7.200,6.800,3.400,-1.400,-3.400,0.822
'0:05.421',7.700,7.100,3.000,-1.700,-4.300,0.822
'0:05.422',7.100,7.100,2.400,-2.000,-5.000,0.822
'0:05.423',5.300,7.000,2.100,-2.300,-5.000,0.822
'0:05.424',2.800,7.000,2.400,-2.300,-4.600,0.822
'0:05.425',0.500,7.300,3.300,-2.100,-4.100,0.822
'0:05.426',-0.700,7.700,4.500,-2.000,-3.900,0.822
'0:05.427',-0.400,7.800,5.700,-2.100,-4.300,0.822
'0:05.428',1.100,7.600,6.400,-2.400,-4.900,0.822
'0:05.429',3.000,7.100,6.700,-2.800,-5.400,0.822
'0:05.430',4.700,6.600,6.800,-3.200,-5.500,0.579
'0:05.431',5.700,6.500,6.800,-3.300,-5.100,0.579
'0:05.432',5.900,7.100,7.000,-3.300,-4.500,0.579
'0:05.433',5.500,8.000,7.100,-3.400,-4.100,0.579
'0:05.434',4.900,8.600,7.000,-3.600,-4.200,0.579
'0:05.435',4.300,8.700,6.700,-3.900,-4.800,0.579
'0:05.436',4.100,8.000,6.400,-4.200,-5.500,0.579
'0:05.437',4.300,6.900,6.100,-4.400,-6.000,0.579
'0:05.438',4.800,5.800,6.000,-4.300,-5.900,0.579
'0:05.439',5.400,5.100,6.100,-4.100,-5.500,0.579
'0:05.440',6.100,4.900,6.300,-3.900,-4.800,0.668
'0:05.441',6.900,4.900,6.300,-4.000,-4.300,0.668
'0:05.442',7.800,4.800,6.100,-4.300,-4.100,0.668
'0:05.443',9.100,4.600,5.500,-4.700,-4.300,0.668
'0:05.444',10.600,4.200,4.800,-4.800,-4.600,0.668
'0:05.445',11.800,3.900,3.800,-4.700,-4.900,0.668
'0:05.446',12.000,3.900,3.000,-4.100,-4.700,0.668
'0:05.447',10.900,4.300,2.400,-3.400,-4.100,0.668
'0:05.448',8.600,4.900,2.300,-2.700,-3.300,0.668
'0:05.449',5.900,5.500,2.700,-2.200,-2.600,0.668
'0:05.450',4.100,5.800,3.300,-1.800,-2.500,0.681
'0:05.451',3.800,5.800,3.700,-1.700,-3.100,0.681
'0:05.452',5.200,5.500,3.600,-2.000,-4.200,0.681
'0:05.453',7.300,4.900,2.700,-2.600,-5.500,0.681
'0:05.454',8.800,4.200,1.400,-3.300,-6.400,0.681
'0:05.455',8.800,3.600,0.000,-3.900,-6.500,0.681
'0:05.456',7.500,3.200,-0.800,-4.000,-5.900,0.681
'0:05.457',5.800,3.200,-0.600,-3.500,-4.700,0.681
'0:05.458',5.100,3.500,0.500,-2.500,-3.500,0.681
'0:05.459',6.000,4.000,2.200,-1.400,-2.800,0.681
'0:05.460',8.300,4.600,3.900,-0.600,-2.700,0.688
'0:05.461',10.600,5.400,4.900,-0.400,-3.100,0.688
'0:05.462',11.700,6.200,5.300,-0.600,-3.400,0.688
'0:05.463',10.800,6.900,5.300,-0.900,-3.100,0.688
'0:05.464',8.500,7.700,5.500,-0.700,-1.900,0.688
'0:05.465',6.300,8.500,6.300,0.100,0.100,0.688
'0:05.466',5.600,9.300,7.900,1.300,2.300,0.688
'0:05.467',7.200,10.000,9.700,2.400,3.900,0.688
'0:05.468',10.300,10.400,11.300,2.700,4.400,0.688
'0:05.469',13.600,10.600,11.800,2.100,3.600,0.688
'0:05.470',15.400,10.300,11.200,0.700,2.000,0.579
'0:05.471',15.000,9.500,9.900,-0.900,0.000,0.579
'0:05.472',12.800,8.300,8.500,-2.200,-1.600,0.579
'0:05.473',10.300,6.700,7.600,-2.800,-2.600,0.579
'0:05.474',8.700,5.000,7.300,-2.700,-3.200,0.579
'0:05.475',8.600,3.300,7.400,-2.300,-3.500,0.579
'0:05.476',9.500,2.100,7.400,-1.800,-3.800,0.579
'0:05.477',10.400,1.400,7.200,-1.400,-3.900,0.579
'0:05.478',10.400,1.600,7.000,-1.000,-3.800,0.579
'0:05.479',9.500,2.700,7.100,-0.300,-3.300,0.579
'0:05.480',8.200,4.200,7.800,0.600,-2.500,0.822
'0:05.481',7.200,5.900,9.000,1.600,-1.900,0.822
'0:05.482',6.800,7.200,10.100,2.200,-1.700,0.822
'0:05.483',6.800,7.800,10.800,2.300,-2.200,0.822
'0:05.484',6.700,7.600,10.900,1.800,-3.000,0.822
'0:05.485',6.300,7.000,10.600,0.900,-3.800,0.822
'0:05.486',6.100,6.300,10.400,0.200,-4.200,0.822
'0:05.487',6.500,5.600,10.500,-0.200,-4.000,0.822
'0:05.488',7.800,5.100,11.000,-0.200,-3.600,0.822
'0:05.489',9.600,4.700,11.600,0.000,-3.200,0.822
'0:05.490',11.200,4.100,12.000,0.100,-3.100,0.579
'0:05.491',11.800,3.400,12.000,0.200,-3.400,0.579
'0:05.492',11.500,2.600,12.000,0.200,-3.800,0.579
'0:05.493',10.500,2.000,12.100,0.600,-4.100,0.579
'0:05.494',9.700,1.900,12.900,1.500,-3.900,0.579
'0:05.495',9.400,2.200,14.100,2.900,-3.200,0.579
'0:05.496',9.500,3.000,15.700,4.500,-2.100,0.579
'0:05.497',10.000,4.000,17.300,5.500,-1.000,0.579
'0:05.498',10.400,4.800,18.500,5.700,-0.200,0.579
'0:05.499',10.900,5.300,19.200,4.800,-0.200,0.579
'0:05.500',11.600,5.300,19.300,3.200,-1.000,0.668
'0:05.501',12.500,4.600,18.700,1.400,-2.300,0.668
'0:05.502',13.200,3.500,17.500,-0.300,-3.600,0.668
'0:05.503',13.500,2.100,15.700,-1.400,-4.600,0.668
'0:05.504',13.200,0.900,13.500,-2.200,-5.000,0.668
'0:05.505',12.500,0.100,11.400,-2.900,-4.800,0.668
'0:05.506',12.000,0.000,9.800,-3.700,-4.400,0.668
'0:05.507',12.400,0.300,9.000,-4.400,-4.100,0.668
'0:05.508',13.400,0.900,9.300,-4.800,-3.900,0.668
'0:05.509',14.600,1.300,10.100,-4.600,-4.000,0.668
'0:05.510',15.000,1.500,11.100,-3.800,-4.200,0.681
'0:05.511',14.100,1.400,11.700,-2.600,-4.300,0.681
'0:05.512',12.200,0.900,11.600,-1.500,-4.400,0.681
'0:05.513',10.300,0.500,10.900,-0.800,-4.500,0.681
'0:05.514',9.500,0.000,9.900,-0.700,-4.600,0.681
'0:05.515',10.400,-0.200,8.900,-1.000,-4.700,0.681
'0:05.516',12.400,-0.400,8.100,-1.300,-4.800,0.681
'0:05.517',14.300,-0.500,7.400,-1.700,-4.900,0.681
'0:05.518',15.000,-0.600,6.900,-2.100,-5.000,0.681
'0:05.519',14.200,-0.800,6.300,-2.700,-5.200,0.681
'0:05.520',12.700,-1.200,5.700,-3.600,-5.400,0.712
'0:05.521',11.700,-1.700,5.100,-4.600,-5.700,0.712
'0:05.522',11.900,-2.100,4.600,-5.300,-5.800,0.712
'0:05.523',12.900,-2.200,4.200,-5.400,-5.500,0.712
'0:05.524',13.800,-1.900,3.900,-5.000,-4.800,0.712
'0:05.525',13.300,-1.200,3.800,-4.300,-3.800,0.712
'0:05.526',11.400,-0.300,3.800,-3.700,-2.800,0.712
'0:05.527',8.600,0.300,4.000,-3.700,-2.100,0.712
'0:05.528',6.400,0.300,4.400,-4.400,-2.100,0.712
'0:05.529',5.800,-0.400,4.700,-5.300,-2.700,0.712
'0:05.530',7.000,-1.600,4.900,-6.400,-3.900,0.579
'0:05.531',9.400,-2.800,4.900,-7.100,-5.200,0.579
'0:05.532',11.900,-3.700,4.700,-7.500,-6.500,0.579
'0:05.533',13.800,-3.900,4.500,-7.700,-7.300,0.579
'0:05.534',14.500,-3.400,4.700,-7.700,-7.400,0.579
'0:05.535',14.300,-2.600,5.300,-7.600,-6.900,0.579
'0:05.536',13.400,-1.600,6.200,-7.400,-5.900,0.579
'0:05.537',12.700,-0.700,7.200,-6.900,-4.600,0.579
'0:05.538',12.600,0.200,8.100,-6.100,-3.500,0.579
'0:05.539',13.400,1.100,8.700,-5.400,-2.800,0.579
'0:05.540',14.900,1.900,8.700,-5.000,-2.800,0.822
'0:05.541',16.200,2.400,8.100,-5.100,-3.300,0.822
'0:05.542',15.900,2.500,6.900,-5.600,-4.000,0.822
'0:05.543',13.500,2.200,5.500,-6.400,-4.500,0.822
'0:05.544',9.400,1.600,4.200,-6.900,-4.400,0.822
'0:05.545',5.500,1.200,3.600,-7.100,-3.700,0.822
'0:05.546',3.500,1.300,3.700,-6.900,-2.600,0.822
'0:05.547',4.600,1.800,4.600,-6.500,-1.700,0.822
'0:05.548',8.200,2.500,6.000,-6.300,-1.600,0.822
'0:05.549',12.500,3.100,7.600,-6.400,-2.200,0.822
'0:05.550',15.400,3.200,9.100,-6.800,-3.500,0.579
'0:05.551',16.100,2.900,10.500,-7.000,-4.900,0.579
'0:05.552',14.900,2.700,11.700,-6.800,-5.600,0.579
'0:05.553',13.200,2.700,12.900,-5.900,-5.500,0.579
'0:05.554',11.900,3.200,13.800,-4.700,-4.700,0.579
'0:05.555',11.600,4.000,14.300,-3.500,-3.700,0.579
'0:05.556',11.700,4.700,14.100,-2.900,-3.100,0.579
'0:05.557',11.600,5.100,13.500,-3.100,-3.100,0.579
'0:05.558',11.400,5.200,12.900,-3.800,-3.600,0.579
'0:05.559',11.300,5.200,12.700,-4.600,-4.100,0.579
'0:05.560',12.000,5.300,13.200,-5.200,-4.300,0.668
'0:05.561',13.400,5.700,14.200,-5.200,-4.100,0.668
'0:05.562',14.800,6.200,15.300,-4.900,-3.700,0.668
'0:05.563',15.500,6.400,15.900,-4.400,-3.500,0.668
'0:05.564',15.400,6.100,15.700,-4.100,-3.700,0.668
'0:05.565',15.100,5.600,14.500,-4.100,-4.400,0.668
'0:05.566',15.500,4.900,12.900,-4.300,-5.200,0.668
'0:05.567',17.100,4.400,11.300,-4.500,-5.800,0.668
'0:05.568',19.300,4.400,10.100,-4.700,-5.600,0.668
'0:05.569',20.700,4.900,9.500,-4.700,-4.700,0.668
'0:05.570',20.400,5.700,9.500,-4.300,-3.200,0.681
'0:05.571',18.400,6.600,9.800,-3.700,-1.600,0.681
'0:05.572',16.100,7.300,10.100,-3.000,-0.400,0.681
'0:05.573',14.800,7.700,10.200,-2.300,0.100,0.681
'0:05.574',15.600,7.800,10.000,-1.900,-0.100,0.681
'0:05.575',17.900,7.500,9.600,-1.900,-0.700,0.681
'0:05.576',20.000,7.100,9.200,-2.200,-1.200,0.681
'0:05.577',20.700,6.700,9.000,-2.400,-1.400,0.681
'0:05.578',19.200,6.500,8.900,-2.300,-1.300,0.681
'0:05.579',16.300,6.600,8.800,-1.800,-1.300,0.681
'0:05.580',13.200,6.900,8.600,-1.000,-1.700,0.700
'0:05.581',11.200,7.000,8.000,-0.300,-2.800,0.700
'0:05.582',10.700,6.800,6.700,-0.200,-4.200,0.700
'0:05.583',11.500,6.000,4.900,-0.700,-5.600,0.700
'0:05.584',12.900,4.800,2.900,-1.800,-6.600,0.700
'0:05.585',14.300,3.800,1.100,-2.900,-7.200,0.700
'0:05.586',15.300,3.200,-0.100,-3.700,-7.400,0.700
'0:05.587',15.900,3.200,-0.700,-4.100,-7.400,0.700
'0:05.588',16.200,3.600,-0.800,-4.300,-7.600,0.700
'0:05.589',16.300,3.900,-0.700,-4.500,-7.600,0.700
'0:05.590',16.400,3.800,-0.700,-5.000,-7.400,0.579
'0:05.591',16.800,3.200,-0.700,-5.600,-6.900,0.579
'0:05.592',17.400,2.400,-0.500,-6.100,-6.100,0.579
'0:05.593',18.400,2.000,0.000,-6.100,-5.200,0.579
'0:05.594',19.600,2.400,1.000,-5.400,-4.400,0.579
'0:05.595',21.000,3.500,1.900,-4.300,-3.900,0.579
'0:05.596',22.500,4.700,2.500,-3.300,-3.600,0.579
'0:05.597',23.600,5.400,2.600,-2.800,-3.500,0.579
'0:05.598',23.900,5.200,2.100,-2.900,-3.500,0.579
'0:05.599',23.200,4.500,1.600,-3.300,-3.600,0.579
'0:05.600',21.500,3.900,1.300,-3.300,-3.500,0.822
'0:05.601',19.300,4.000,1.500,-2.500,-3.200,0.822
'0:05.602',17.600,4.900,1.900,-1.100,-2.600,0.822
'0:05.603',17.200,6.200,2.000,0.200,-1.800,0.822
'0:05.604',18.100,7.200,1.400,0.700,-1.000,0.822
'0:05.605',19.900,7.400,0.200,0.300,-0.600,0.822
'0:05.606',21.400,6.900,-1.200,-0.800,-0.600,0.822
'0:05.607',21.800,6.300,-2.400,-1.900,-1.100,0.822
'0:05.608',21.000,6.100,-2.900,-2.000,-1.700,0.822
'0:05.609',19.700,6.800,-2.800,-1.000,-1.900,0.822
'0:05.610',18.900,8.100,-2.200,0.900,-1.600,0.579
'0:05.611',19.100,9.600,-1.300,3.100,-0.600,0.579
'0:05.612',20.300,10.800,0.100,5.300,0.800,0.579
'0:05.613',21.800,11.900,2.000,7.200,2.500,0.579
'0:05.614',22.800,13.100,4.600,9.100,4.200,0.579
'0:05.615',22.900,14.900,7.500,11.100,5.800,0.579
'0:05.616',22.300,17.000,10.400,13.400,7.400,0.579
'0:05.617',21.100,19.000,12.600,15.700,9.100,0.579
'0:05.618',19.900,20.400,13.800,17.600,10.800,0.579
'0:05.619',19.200,20.700,14.400,19.000,12.600,0.579
'0:05.620',19.100,20.100,14.600,19.700,14.400,0.668
'0:05.621',19.600,18.800,14.900,20.100,16.100,0.668
'0:05.622',20.300,17.300,15.300,20.400,17.800,0.668
'0:05.623',20.200,15.600,15.700,20.700,19.600,0.668
'0:05.624',18.800,13.600,15.900,21.100,21.600,0.668
'0:05.625',16.000,11.200,15.700,21.700,23.900,0.668
'0:05.626',12.700,8.200,15.200,22.100,26.500,0.668
'0:05.627',10.700,4.800,14.400,22.300,29.000,0.668
'0:05.628',11.200,1.100,13.400,22.000,31.300,0.668
'0:05.629',14.200,-2.700,12.100,21.100,33.101,0.668
'0:05.630',18.300,-6.800,10.300,19.600,34.401,0.681
'0:05.631',21.400,-11.200,8.300,17.800,35.101,0.681
'0:05.632',21.800,-15.900,6.100,15.900,35.701,0.681
'0:05.633',19.500,-20.700,4.100,14.100,36.101,0.681
'0:05.634',15.800,-25.400,2.600,12.600,36.501,0.681
'0:05.635',12.900,-29.600,1.500,11.100,36.501,0.681
'0:05.636',12.200,-33.401,0.700,9.400,36.001,0.681
'0:05.637',13.800,-37.001,-0.400,7.500,34.901,0.681
'0:05.638',16.600,-40.501,-2.100,5.400,33.101,0.681
'0:05.639',19.200,-44.101,-4.300,3.100,31.000,0.681
'0:05.640',20.800,-47.601,-6.900,0.700,28.900,0.724
'0:05.641',21.200,-50.701,-9.200,-1.700,26.900,0.724
'0:05.642',21.400,-52.901,-11.100,-4.000,25.100,0.724
'0:05.643',21.800,-54.101,-12.100,-5.800,23.500,0.724
'0:05.644',22.900,-54.301,-12.300,-6.700,22.300,0.724
'0:05.645',24.200,-53.701,-12.100,-6.700,21.400,0.724
'0:05.646',25.300,-52.601,-11.700,-5.800,20.900,0.724
'0:05.647',25.500,-51.101,-11.500,-4.500,20.400,0.724
'0:05.648',24.600,-49.201,-11.500,-3.400,19.700,0.724
'0:05.649',22.900,-46.701,-11.900,-3.000,18.200,0.724
'0:05.650',21.400,-43.401,-12.400,-3.400,15.400,0.579
'0:05.651',21.100,-39.201,-13.200,-4.600,11.300,0.579
'0:05.652',22.500,-34.301,-14.200,-6.200,6.000,0.579
'0:05.653',25.500,-29.100,-15.500,-8.400,0.200,0.579
'0:05.654',28.900,-24.100,-17.000,-11.000,-5.600,0.579
'0:05.655',31.400,-19.900,-18.500,-14.000,-10.700,0.579
'0:05.656',31.800,-16.400,-19.700,-16.900,-14.800,0.579
'0:05.657',30.300,-13.600,-20.100,-19.300,-17.700,0.579
'0:05.658',28.300,-11.000,-19.900,-20.600,-19.500,0.579
'0:05.659',27.400,-8.500,-19.200,-20.400,-20.500,0.579
'0:05.660',28.600,-5.900,-18.400,-19.100,-20.800,0.822
'0:05.661',31.500,-3.500,-17.600,-17.200,-20.700,0.822
'0:05.662',34.501,-1.400,-17.100,-15.300,-20.600,0.822
'0:05.663',36.001,0.300,-16.500,-13.800,-20.500,0.822
'0:05.664',35.201,2.000,-15.800,-12.900,-20.600,0.822
'0:05.665',32.600,3.600,-14.900,-12.400,-20.700,0.822
'0:05.666',29.400,5.400,-14.000,-12.200,-20.800,0.822
'0:05.667',26.900,7.200,-13.400,-12.300,-21.000,0.822
'0:05.668',25.900,8.600,-13.000,-12.600,-21.000,0.822
'0:05.669',26.400,9.600,-12.500,-13.100,-21.000,0.822
'0:05.670',27.600,10.200,-11.600,-13.400,-20.900,0.579
'0:05.671',29.000,10.600,-10.100,-13.500,-20.600,0.579
'0:05.672',29.900,11.100,-8.400,-13.400,-20.000,0.579
'0:05.673',29.900,11.700,-6.800,-13.100,-19.200,0.579
'0:05.674',28.900,12.100,-5.900,-12.900,-18.500,0.579
'0:05.675',27.100,12.100,-5.700,-12.900,-17.900,0.579
'0:05.676',25.000,11.300,-6.000,-12.800,-17.600,0.579
'0:05.677',23.400,9.900,-6.200,-12.600,-17.600,0.579
'0:05.678',22.800,8.200,-6.100,-11.900,-17.500,0.579
'0:05.679',23.000,6.500,-5.800,-11.000,-17.100,0.579
'0:05.680',23.300,5.000,-5.400,-9.700,-16.200,0.500
'0:05.681',23.300,3.900,-5.200,-8.500,-14.800,0.500
'0:05.682',22.600,3.400,-5.300,-7.500,-13.300,0.500
'0:05.683',21.800,3.200,-5.300,-6.800,-12.000,0.500
'0:05.684',21.600,3.300,-5.100,-6.500,-11.300,0.500
'0:05.685',22.300,3.200,-4.800,-6.400,-11.000,0.500
'0:05.686',23.300,2.600,-4.600,-6.400,-11.100,0.500
'0:05.687',23.400,1.400,-4.800,-6.200,-11.000,0.500
'0:05.688',21.800,0.000,-5.400,-5.600,-10.600,0.500
'0:05.689',18.700,-1.100,-6.300,-4.500,-9.900,0.500
'0:05.690',15.700,-1.400,-6.800,-3.200,-9.200,0.500
'0:05.691',14.800,-0.600,-6.900,-2.100,-8.700,0.500
'0:05.692',16.900,0.600,-6.700,-1.700,-8.700,0.500
'0:05.693',21.500,1.400,-6.600,-2.200,-8.900,0.500
'0:05.694',26.100,1.400,-6.900,-3.500,-8.800,0.500
'0:05.695',28.300,0.300,-7.700,-4.900,-8.100,0.500
'0:05.696',27.000,-1.000,-8.600,-5.900,-6.800,0.500
'0:05.697',22.900,-1.900,-9.000,-6.000,-5.200,0.500
'0:05.698',18.300,-1.900,-8.700,-5.300,-3.700,0.500
'0:05.699',15.600,-1.100,-8.000,-4.200,-2.700,0.500
'0:05.700',15.700,-0.100,-7.300,-3.200,-2.400,0.500
'0:05.701',18.100,0.800,-7.100,-2.800,-2.700,0.500
'0:05.702',20.900,1.200,-7.500,-3.200,-3.200,0.500
'0:05.703',22.300,1.400,-8.000,-3.900,-3.600,0.500
'0:05.704',21.600,1.700,-8.200,-4.600,-3.900,0.500
'0:05.705',19.300,2.300,-7.700,-4.900,-3.700,0.500
'0:05.706',16.700,2.900,-6.500,-4.800,-3.200,0.500
'0:05.707',15.200,3.300,-5.000,-4.300,-2.300,0.500
'0:05.708',15.600,3.500,-3.600,-3.600,-1.200,0.500
'0:05.709',17.800,3.500,-2.200,-3.200,-0.200,0.500
'0:05.710',21.000,3.600,-0.900,-2.900,0.400,0.500
'0:05.711',24.000,3.900,0.600,-3.000,0.500,0.500
'0:05.712',25.900,4.200,1.900,-3.300,0.000,0.500
'0:05.713',26.000,4.000,2.800,-3.700,-1.000,0.500
'0:05.714',24.200,3.200,2.900,-4.200,-1.800,0.500
'0:05.715',21.300,1.900,2.400,-4.600,-2.200,0.500
'0:05.716',18.800,0.600,1.600,-4.900,-2.000,0.500
'0:05.717',17.800,-0.200,1.300,-4.700,-1.200,0.500
'0:05.718',19.200,-0.100,1.900,-4.300,-0.200,0.500
'0:05.719',22.300,0.700,3.300,-3.600,0.500,0.500
'0:05.720',25.700,1.900,5.100,-2.800,0.700,0.500
'0:05.721',27.700,3.000,6.700,-2.200,0.300,0.500
'0:05.722',27.300,3.700,7.700,-1.800,-0.400,0.500
'0:05.723',25.200,4.100,8.000,-1.300,-1.000,0.500
'0:05.724',22.800,4.400,7.800,-0.800,-1.200,0.500
'0:05.725',21.600,4.900,7.500,-0.200,-0.900,0.500
'0:05.726',22.300,5.500,6.900,0.500,-0.400,0.500
'0:05.727',24.200,6.000,6.000,1.000,-0.100,0.500
'0:05.728',25.600,6.100,4.600,1.100,-0.200,0.500
'0:05.729',25.400,5.700,2.800,0.900,-0.600,0.500
'0:05.730',23.300,5.100,1.000,0.600,-1.100,0.500
'0:05.731',20.400,4.600,-0.500,0.700,-1.300,0.500
'0:05.732',18.000,4.500,-1.500,1.400,-1.200,0.500
'0:05.733',17.200,4.700,-2.200,2.500,-0.900,0.500
'0:05.734',18.200,5.000,-2.600,3.700,-0.500,0.500
'0:05.735',20.200,5.200,-3.000,4.700,-0.500,0.500
'0:05.736',22.000,5.000,-3.300,5.300,-0.900,0.500
'0:05.737',23.000,4.600,-3.200,5.500,-1.300,0.500
'0:05.738',23.100,4.300,-2.600,5.700,-1.500,0.500
'0:05.739',22.700,4.500,-1.700,5.800,-1.200,0.500
'0:05.740',22.200,5.000,-0.600,5.900,-0.500,0.500
'0:05.741',22.000,5.700,0.400,5.700,0.300,0.500
'0:05.742',22.000,6.000,1.000,5.300,0.700,0.500
'0:05.743',22.200,5.800,1.400,4.800,0.700,0.500
'0:05.744',22.800,5.000,1.600,4.600,0.300,0.500
'0:05.745',23.600,4.000,1.500,5.000,-0.200,0.500
'0:05.746',24.400,3.200,1.100,5.700,-0.600,0.500
'0:05.747',24.900,2.900,0.200,6.400,-0.800,0.500
'0:05.748',24.400,3.000,-1.000,6.400,-0.900,0.500
'0:05.749',22.700,3.500,-2.200,5.800,-0.900,0.500
'0:05.750',20.200,4.000,-2.800,4.700,-1.100,0.500
'0:05.751',18.000,4.400,-2.800,3.700,-1.200,0.500
'0:05.752',17.300,4.700,-2.100,3.300,-1.100,0.500
'0:05.753',18.700,5.000,-1.400,3.500,-0.800,0.500
'0:05.754',21.700,5.200,-1.000,4.000,-0.300,0.500
'0:05.755',25.000,5.400,-1.100,4.500,0.200,0.500
'0:05.756',27.100,5.500,-1.600,4.500,0.500,0.500
'0:05.757',27.400,5.400,-1.800,4.100,0.600,0.500
'0:05.758',26.400,5.100,-1.300,3.700,0.500,0.500
'0:05.759',25.300,4.600,-0.200,3.300,0.300,0.500
'0:05.760',25.300,4.000,1.100,3.100,0.100,0.500
'0:05.761',26.500,3.300,2.000,3.000,-0.200,0.500
'0:05.762',28.000,2.700,2.100,2.900,-0.500,0.500
'0:05.763',28.400,2.400,1.300,2.700,-0.900,0.500
'0:05.764',27.000,2.400,0.100,2.500,-1.200,0.500
'0:05.765',24.500,2.900,-1.100,2.500,-1.100,0.500
'0:05.766',22.300,3.600,-1.500,2.700,-0.700,0.500
'0:05.767',22.100,4.400,-1.100,3.300,0.100,0.500
'0:05.768',24.200,5.000,0.200,3.900,1.100,0.500
'0:05.769',27.400,5.400,1.800,4.500,1.800,0.500
'0:05.770',29.700,5.700,3.200,4.800,2.100,0.500
'0:05.771',29.800,6.000,4.100,4.800,1.900,0.500
'0:05.772',27.500,6.100,4.000,4.500,1.300,0.500
'0:05.773',24.200,5.700,2.900,3.900,0.400,0.500
'0:05.774',21.500,4.700,1.100,3.200,-0.500,0.500
'0:05.775',20.500,3.100,-1.300,2.500,-1.400,0.500
'0:05.776',20.800,1.000,-3.600,1.800,-2.200,0.500
'0:05.777',21.500,-1.100,-5.800,1.200,-2.900,0.500
'0:05.778',21.500,-2.700,-7.300,0.600,-3.400,0.500
'0:05.779',20.900,-3.400,-8.100,0.000,-3.800,0.500
'0:05.780',20.500,-3.400,-8.100,-0.400,-3.800,0.500
'0:05.781',21.600,-2.700,-7.500,-0.500,-3.400,0.500
'0:05.782',24.600,-1.800,-6.600,0.000,-2.400,0.500
'0:05.783',29.400,-0.900,-5.600,0.900,-0.900,0.500
'0:05.784',34.901,-0.300,-4.600,2.100,1.000,0.500
'0:05.785',40.301,0.200,-3.500,3.300,3.200,0.500
'0:05.786',45.601,0.800,-1.800,4.600,5.800,0.500
'0:05.787',51.201,1.900,0.800,6.200,9.000,0.500
'0:05.788',58.001,3.600,4.600,8.300,13.200,0.500
'0:05.789',66.301,6.100,9.300,11.300,18.500,0.500
'0:05.790',75.801,9.200,14.300,14.800,24.300,0.500
'0:05.791',85.601,12.200,18.500,18.200,29.900,0.500
'0:05.792',94.701,14.700,21.100,20.800,34.101,0.500
'0:05.793',102.402,16.200,21.700,22.000,36.301,0.500
'0:05.794',107.802,16.600,20.400,21.500,36.001,0.500
'0:05.795',110.402,15.900,17.900,19.800,33.801,0.500
'0:05.796',109.402,14.500,14.900,17.400,30.300,0.500
'0:05.797',104.502,12.500,11.900,14.700,26.000,0.500
'0:05.798',95.901,10.100,9.100,11.800,21.400,0.500
'0:05.799',84.301,7.100,6.400,8.800,16.400,0.500
'0:05.800',71.201,3.800,3.500,5.400,10.900,0.500
'0:05.801',57.701,0.300,0.300,1.700,5.000,0.500
'0:05.802',44.701,-3.300,-3.000,-1.900,-0.900,0.500
'0:05.803',32.000,-6.600,-6.200,-5.100,-6.300,0.500
'0:05.804',19.200,-9.400,-8.900,-7.400,-10.300,0.500
'0:05.805',6.300,-11.500,-10.900,-8.700,-12.600,0.500
'0:05.806',-6.300,-12.900,-11.900,-8.800,-13.200,0.500
'0:05.807',-17.500,-13.400,-11.900,-8.200,-12.400,0.500
'0:05.808',-25.600,-13.200,-10.900,-7.100,-11.000,0.500
'0:05.809',-29.400,-12.500,-9.300,-6.100,-9.400,0.500
'0:05.810',-28.800,-11.500,-7.500,-5.300,-7.900,0.500
'0:05.811',-24.700,-10.400,-5.800,-4.800,-6.400,0.500
'0:05.812',-18.900,-9.600,-4.400,-4.600,-4.800,0.500
'0:05.813',-12.900,-9.200,-3.400,-4.300,-2.900,0.500
'0:05.814',-7.500,-9.100,-2.800,-3.600,-1.000,0.500
'0:05.815',-2.700,-9.200,-2.700,-2.700,0.600,0.500
'0:05.816',2.100,-9.400,-3.100,-1.500,1.800,0.500
'0:05.817',7.400,-9.700,-4.000,-0.500,2.200,0.500
'0:05.818',13.100,-9.800,-5.400,0.200,2.200,0.500
'0:05.819',18.500,-9.900,-6.900,0.600,2.000,0.500
'0:05.820',22.700,-9.900,-8.300,0.900,1.900,0.500
'0:05.821',25.300,-9.900,-9.500,1.200,2.100,0.500
'0:05.822',26.500,-9.800,-10.200,1.600,2.300,0.500
'0:05.823',27.300,-9.700,-10.700,2.000,2.500,0.500
'0:05.824',28.400,-9.700,-11.000,2.200,2.600,0.500
'0:05.825',30.300,-9.700,-11.100,2.300,2.600,0.500
'0:05.826',32.500,-9.600,-11.000,2.500,2.800,0.500
'0:05.827',34.401,-9.300,-10.600,2.800,3.300,0.500
'0:05.828',35.401,-8.700,-9.900,3.400,3.800,0.500
'0:05.829',35.001,-8.100,-9.300,4.000,4.400,0.500
'0:05.830',33.501,-7.500,-8.900,4.300,4.800,0.500
'0:05.831',31.400,-7.200,-8.700,4.200,4.900,0.500
'0:05.832',29.400,-7.300,-8.600,3.600,4.800,0.500
'0:05.833',28.200,-7.500,-8.400,2.600,4.500,0.500
'0:05.834',28.000,-7.800,-8.000,1.600,4.000,0.500
'0:05.835',28.600,-8.000,-7.800,0.900,3.500,0.500
